Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E209,Frank Spencer,DevOps,2.6,,Mumbai,"Worked on projects involving Business Intelligence, UI/UX Design, and Cloud Security. Delivered solutions for insurance domain.",business intelligence ui/ux design cloud security involving business intelligence ui/ux design cloud security,Junior,business intelligence ui/ux design cloud security involving business intelligence ui/ux design cloud security,False
E210,Christopher Davis,AI Research,10.7,,Delhi,"Worked on projects involving Jenkins, Quantum Computing, and .Net. Delivered solutions for telecom domain.",jenkins quantum computing involving jenkins quantum computing,Senior,jenkins quantum computing involving jenkins quantum computing,False
E211,Ryan Doyle,AI Research,1.7,,Chennai,"Worked on projects involving AWS, SQL Database Management, and Scrum Methodology. Delivered solutions for retail domain.",aws sql database management scrum methodology involving aws sql database management scrum methodology,Junior,aws sql database management scrum methodology involving aws sql database management scrum methodology,False
E212,Heather Lloyd DDS,Cybersecurity,7.3,,Mumbai,"Worked on projects involving Data Mesh Architecture, Data Governance, and SQL Database Management. Delivered solutions for retail domain.",data mesh architecture data governance sql database management involving data mesh architecture data governance sql database management,Senior,data mesh architecture data governance sql database management involving data mesh architecture data governance sql database management,False
E213,Charles Brown,Cybersecurity,5.0,,Mumbai,"Worked on projects involving Robotic Process Automation, Robotic Process Automation, and DevOps Practices. Delivered solutions for insurance domain.",robotic process automation robotic process automation devops practices involving robotic process automation robotic process automation devops practices,Mid-Level,robotic process automation robotic process automation devops practices involving robotic process automation robotic process automation devops practices,False
E214,Marissa Hughes,Software Development,5.9,,Mumbai,"Worked on projects involving Jenkins, Data Governance, and Machine Learning. Delivered solutions for telecom domain.",jenkins data governance machine learning involving jenkins data governance machine learning,Mid-Level,jenkins data governance machine learning involving jenkins data governance machine learning,False
E215,Gene Franklin,AI Research,13.7,,Pune,"Worked on projects involving Python, Penetration Testing, and Microservices Architecture. Delivered solutions for telecom domain.",python penetration testing microservices architecture involving python penetration testing microservices architecture,Expert,python penetration testing microservices architecture involving python penetration testing microservices architecture,False
E216,Vernon Olsen,AI Research,11.1,,Pune,"Worked on projects involving Data Governance, REST APIs, and Data Visualization. Delivered solutions for telecom domain.",data governance rest apis data visualization involving data governance rest apis data visualization,Senior,data governance rest apis data visualization involving data governance rest apis data visualization,False
E217,Robert Kennedy,Cloud Engineering,5.4,,Chennai,"Worked on projects involving Java, CI/CD Pipelines, and Business Intelligence. Delivered solutions for finance domain.",java ci/cd pipelines business intelligence involving java ci/cd pipelines business intelligence,Mid-Level,java ci/cd pipelines business intelligence involving java ci/cd pipelines business intelligence,False
E218,Matthew Garcia,Cybersecurity,2.7,,Pune,"Worked on projects involving SQL, Kubernetes, and Data Warehousing. Delivered solutions for healthcare domain.",sql kubernetes data warehousing involving sql kubernetes data warehousing,Junior,sql kubernetes data warehousing involving sql kubernetes data warehousing,False
E219,Stephen Beck,Data Science,6.9,,Chennai,"Worked on projects involving CI/CD, Python, and API Development. Delivered solutions for telecom domain.",ci/cd python api development involving ci/cd python api development,Mid-Level,ci/cd python api development involving ci/cd python api development,False
E220,Michael Harris,Cloud Engineering,13.9,,Chennai,"Worked on projects involving React, Microservices, and Incident Response. Delivered solutions for telecom domain.",react microservices incident response involving react microservices incident response,Expert,react microservices incident response involving react microservices incident response,False
E221,Kara Smith,Data Science,4.4,,Pune,"Worked on projects involving Machine Learning, Cloud Security, and Scrum. Delivered solutions for retail domain.",machine learning cloud security scrum involving machine learning cloud security scrum,Mid-Level,machine learning cloud security scrum involving machine learning cloud security scrum,False
E222,Amanda Jackson,Data Science,11.0,,Delhi,"Worked on projects involving CI/CD, Node.js, and CI/CD. Delivered solutions for retail domain.",ci/cd node involving ci/cd node,Senior,ci/cd node involving ci/cd node,False
E223,Taylor Long,Cybersecurity,10.7,,Mumbai,"Worked on projects involving Data Governance, Kubernetes, and CI/CD. Delivered solutions for healthcare domain.",data governance kubernetes ci/cd involving data governance kubernetes ci/cd,Senior,data governance kubernetes ci/cd involving data governance kubernetes ci/cd,False
